category	district	name	contact_link	address	Full Address	city	zip	phone	description	id	lon	lat	online
FamilySource	C	El Centro del Pueblo	https://hcidla2.lacity.org/family-source-centers	1157 Lemoyne St., Los Angeles	1157 Lemoyne St., Los Angeles, Echo Park / Cypress Park, 90026	Echo Park / Cypress Park	90026	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	203	-118.2597284	34.0773008	no
FamilySource	C	Volunteers of America Los Angeles	https://hcidla2.lacity.org/family-source-centers	3600 Wilshire Blvd. Ste. 1500, Los Angeles	3600 Wilshire Blvd. Ste. 1500, Los Angeles, Hollywood, 90010	Hollywood	90010	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	204	-118.3036379	34.0605163	no
FamilySource	C	All People's Community Center	https://hcidla2.lacity.org/family-source-centers	822 E. 20th St., Los Angeles	822 E. 20th St., Los Angeles, Southeast, 90011	Southeast	90011	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	205	-118.256591	34.0257438	no
FamilySource	C	Central City Neighborhood Partners	https://hcidla2.lacity.org/family-source-centers	501 S. Bixel St., Los Angeles	501 S. Bixel St., Los Angeles, Westlake / Pico-Union, 90017	Westlake / Pico-Union	90017	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	206	-118.2618214	34.0548809	no
FamilySource	C	P.F. Bresee Foundation	https://hcidla2.lacity.org/family-source-centers	184 S. Bimini Pl., Los Angeles	184 S. Bimini Pl., Los Angeles, Wilshire, 90004	Wilshire	90004	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	207	-118.2901637	34.0705552	no
FamilySource	E	El Centro de Ayuda	https://hcidla2.lacity.org/family-source-centers	2130 E. 1st St. #110, Los Angeles	2130 E. 1st St. , Boyle Heights, 90033	Boyle Heights	90033	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	208	-118.2129594	34.0441775	no
FamilySource	E	Barrio Action Youth & Family Center	https://hcidla2.lacity.org/family-source-centers	4927 Huntington Dr. N #200, Los Angeles	4927 Huntington Dr. N , El Sereno / Lincoln Heights, 90032	El Sereno / Lincoln Heights	90032	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	209	-118.1764009	34.0874596	no
FamilySource	NE	El Nido Family Center	https://hcidla2.lacity.org/family-source-centers	11243 Genoaks Blvd., Ste. 2, Pacoima	11243 Genoaks Blvd., Ste. 2, Pacoima, Pacoima, 91331	Pacoima	91331	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	210	-118.4129786	34.2739431	no
FamilySource	NE	New Economics for Women	https://hcidla2.lacity.org/family-source-centers	6946 Van Nuys Blvd., Ste. 220, Van Nuys	6946 Van Nuys Blvd., Ste. 220, Van Nuys, Van Nuys, 91405	Van Nuys	91405	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	211	-118.4481519	34.1970429	no
FamilySource	NW	New Economics for Women	https://hcidla2.lacity.org/family-source-centers	2144 Saticoy St., 2nd Floor, Canoga Park	2144 Saticoy St., 2nd Floor, Canoga Park, North Valley, 91304	North Valley	91304	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	212	-118.6056824	34.2082917	no
FamilySource	S	Watts labor Community Action Committee	https://hcidla2.lacity.org/family-source-centers	1212 E. 108th St., Los Angeles	1212 E. 108th St., Los Angeles, Southeast / Watts, 90059	Southeast / Watts	90059	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	213	-118.2538957	33.9374565	no
FamilySource	S	Toberman Neighborhood Center	https://hcidla2.lacity.org/family-source-centers	131 N. Grand Ave., San Pedro	131 N. Grand Ave., San Pedro, Wilmington / San Pedro, 90731	Wilmington / San Pedro	90731	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	214	-118.2903464	33.7438133	no
FamilySource	W	El Nido Family Centers	https://hcidla2.lacity.org/family-source-centers	2069 W. Slauson, Los Angeles	2069 W. Slauson, Los Angeles, Southwest, 90047	Southwest	90047	NA	Drop in community center that offer a myriad of branded soical, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	215	-118.3156015	33.9894017	no
FamilySource	W	The Children's Collective, Inc.	https://hcidla2.lacity.org/family-source-centers	915 W. Manchester, Los Angeles	915 W. Manchester, Los Angeles, Southwest / Florence, 90044	Southwest / Florence	90044	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	216	-118.2902832	33.9602749	no
FamilySource	W	1736 Family Crisis Center	https://hcidla2.lacity.org/family-source-centers	2116 Arlington Ave., Ste. 200, Los Angeles	2116 Arlington Ave., Ste. 200, Los Angeles, West Adams, 90028	West Adams	90028	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	217	-118.3168452	34.0373769	no
FamilySource	W	Latino Resource Organization	https://hcidla2.lacity.org/family-source-centers	1645 Corinth Ave., Ste 112, Los Angeles	1645 Corinth Ave., Ste 112, Los Angeles, West Los Angeles, 90025	West Los Angeles	90025	NA	Drop in community center that offers a myriad of branded social, educational, work and family support services designed to assist low income families to become more self-sufficient by increasing family income and academic achievement for youth and adults.	218	-118.4493949	34.0450572	no
YouthSource	C	Archdiocesan Youth Empowerment (AYE) Catholic Charities, Inc (CCLA)	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	501 S. Bixel St.	501 S. Bixel St., Los Angeles, 90017	Los Angeles	90017	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	219	-118.2618214	34.0548809	no
YouthSource	C	Coalition for Responsible Community Developmet (CRCD)	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	1006 E. 28th St.	1006 E. 28th St., Los Angeles, 90011	Los Angeles	90011	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	220	-118.257299	34.0172197	no
YouthSource	C	Para Los Ninos	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	234 S. Loma Dr.	234 S. Loma Dr., Los Angeles, 90026	Los Angeles	90026	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	221	-118.2645756	34.0604376	no
YouthSource	E	Para Los Ninos	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	3845 Selig Pl., Ste. 150	3845 Selig Pl., Ste. 150, Los Angeles, 90031	Los Angeles	90031	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	222	-118.1989767	34.0685547	no
YouthSource	E	Technology Youth Center	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	1600 E. 4th St.	1600 E. 4th St., Los Angeles, 90033	Los Angeles	90033	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	223	-118.2219151	34.042669	no
YouthSource	NE	El Proyecto Del Barrio	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	9030 Laural Canyon Blvd.	9030 Laural Canyon Blvd., Sun Valley, 91352	Sun Valley	91352	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	224	-118.40506	34.2335807	no
YouthSource	NE	El Proyecto Del Barrio	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	11844 Glenoaks Blvd.	11844 Glenoaks Blvd., San Fernando, 91340	San Fernando	91340	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	225	-118.4233635	34.2852732	no
YouthSource	NW	Goodwill Industries of Southern California	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	14565 Lanark St.	14565 Lanark St., Panorama City, 91420	Panorama City	91420	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	226	-118.4514651	34.2183251	no
YouthSource	S	LA Youth Opportunity Movement, City of Los Angeles Economic and Workforce Development Department	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	1773 E. Century Blvd.	1773 E. Century Blvd., Los Angeles, 90002	Los Angeles	90002	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	227	-118.2410128	33.9458719	no
YouthSource	S	Pacific Gateway	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	222 W. 6th St., #410	222 W. 6th St., , San Pedro, 90731	San Pedro	90731	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	228	-118.2816227	33.7390365	no
YouthSource	S	Watts Labor Community Action Committee (WLCAC)	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	958 E. 108th St.	958 E. 108th St., Los Angeles, 90059	Los Angeles	90059	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	229	-118.256728	33.9380337	no
YouthSource	W	Archdiocesan Youth Empowerment (AYE) Catholic Charities, Inc (CCLA)	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	1600 W. Imperial Hwy.	1600 W. Imperial Hwy., Los Angeles, 90047	Los Angeles	90047	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	230	-118.3060819	33.9288113	no
YouthSource	W	Brotherhood Crusade	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	4401 S. Crenshaw Blvd.	4401 S. Crenshaw Blvd., Los Angeles, 90043	Los Angeles	90043	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	231	-118.331722	34.0032556	no
YouthSource	W	UCLA Community Based Learning Program (CBL)	https://ewddlacity.com/index.php/employment-services/youth-age-16-24/youthsource-centers	3415 S. Sepulveda Blvd., Ste. 130	3415 S. Sepulveda Blvd., Ste. 130, Los Angeles, 90034	Los Angeles	90034	NA	YouthSource is a city wide program open to young people ages 16-24. All services are free. Opportunites include: work readiness, career exploration, job skills training, tutoring and computer training, college preparation, mentoring and counseling.	232	-118.4242055	34.0205136	no
Mental Health	C	Center for Japanese Mental Health	https://cjmh.org/	Little Tokyo : 200 S San Pedro St	Little Tokyo : 200 S San Pedro St, Los Angeles, 90012	Los Angeles	90012	(626) 788-7027	In-person, existing clients only and on a case-by-case basis; otherwise teletherapy for all. Psychological counseling, specializing in native Japanese speakers or counseling units in which a member is a Japanese-speaker or person of Japanese descent.	233	-118.2415509	34.0490495	no
Mental Health	C	John Wesley Health Centers, JWCH, Inc. Residential Treatment Center for Women and Children	http://jwchinstitute.org/specialty-care/substance-abuse/mini-house/	303 E. 52nd St.	303 E. 52nd St., Los Angeles, 90011	Los Angeles	90011	(323) 918-2139	Residential and Outpatient treatment for alcohol and substance use. Funded through LA County SAPC. Accepts Medi-Cal.	234	-118.2699752	33.995461	no
Mental Health	C	Soledad Enrichment Action	http://www.seaprograms.org/	222 N. Virgil Avenue	222 N. Virgil Avenue, Los Angeles, 90004	Los Angeles	90004	213-480-4200	Gang intervention, gang prevention, case management, counseling, parenting, reentry services, diversion	235	-118.2865098	34.0756285	no
Mental Health	C	St. John's Well Child and Family Center at Magnolia Place	https://www.wellchild.org/mental-health/	1910 S. Magnolia Ave	1910 S. Magnolia Ave, Los Angeles, 90007	Los Angeles	90007	(323) 541-1411	Individuals and family counseling service, homeless health service, health clinic, transgender health services, dental, HIV/AIDS clinic, pediatric, and women's health. Accepts Medi-cal and HMO in network. Intake and mental health services are provided via tele-health.	236	-118.285642	34.0394723	no
Mental Health	C	Amanecer Community Counseling Services	https://amanecerla.org	1200 Wilshire Blvd, Suite 400	1200 Wilshire Blvd, Suite 400, Los Angeles, 90017	Los Angeles	90017	Children’s Clinic On Duty Desk: (213) 482-9400 Adult Clinic On Duty Desk: (213) 481-1347	Telephone intakes. Mental Health RRR, Adult FSP, PEI, Outpatient, Med Support, Children’s Clinic, School Based Co-locations and DV program	237	-118.2653159	34.05290859999999	no
Mental Health	C	Asian American Drug Abuse Program	https://aadapinc.org/	2900 Crenshaw Boulevard	2900 Crenshaw Boulevard, Los Angeles, 90016	Los Angeles	90016	(310) 768-8018 (Youth) (323) 294-4932 (Adult)	Drug and Alcohol recovery services. Low-cost/no cost. Accepts drug medi-cal. Also providing various social services for low-income communities. Counseling services: Counseling will continue to be provided 1:1 by appointment only via telephone and individual sessions.	238	-118.3345693	34.0293099	no
Mental Health	C	Asian Pacific Counseling and Treatment Center	https://www.apctc.org/	​600 St. Paul Ave, Suite 101	​600 St. Paul Ave, Suite 101, Los Angeles, 90017	Los Angeles	90017	(213) 252-2100	Individual and Family Counseling Services via tele-health. Accepts Medi-Cal and no/low cost.	239	-118.260626	34.0530933	no
Mental Health	C	Children's Bureau	https://www.all4kids.org/	3910 Oakwood Avenue	3910 Oakwood Avenue, Los Angeles, 90004	Los Angeles	90004	Phone: 323-953-7350 Fax: 323-661-5046	NA	240	-118.292356	34.0774487	no
Mental Health	C	Crittenton Services for children and Families	https://crittentonsocal.org/	12440 Firestone BlvD.	12440 Firestone BlvD., Norwalk, 900650	Norwalk	900650	(562)929-4308	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health. Also foster care/adoption program and a residential treatment services.	241	-118.0686971	33.9050471	no
Mental Health	C	Gateways Hospital and Mental Health Center	https://www.gatewayshospital.org/	1891 Effie Street	1891 Effie Street, Los Angeles, 90026	Los Angeles	90026	(323)644-2000	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.	242	-118.2567073	34.0848656	no
Mental Health	C	Hathaway Sycamores Child and Family Services	https://www.hathaway-sycamores.org/	100 W. Walnut St. Suite 375	100 W. Walnut St. Suite 375, Pasadena, 91124	Pasadena	91124	(844)222-2377	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health. Also foster care/adoption program, wrap around, and a residential treatment services.	243	-118.1527709	34.1487598	no
Mental Health	C	Hillsides	https://www.hillsides.org/	​5400 E. Olympic Blvd,	​5400 E. Olympic Blvd,, Los Angeles, 90022	Los Angeles	90022	(323)274-3065	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.	244	-118.1556963	34.0151135	no
Mental Health	C	Uplift Family Services	https://upliftfs.org/	815 N. El Centro Ave.	815 N. El Centro Ave., Los Angeles, 90038	Los Angeles	90038	(323)463-2119	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.	245	-118.3256933	34.0855137	no
Mental Health	C	Violence Intervention Program	https://violenceinterventionprogram.org/	1721 Griffin Avenue	1721 Griffin Avenue, Los Angeles, 90032	Los Angeles	90032	323-221-4134	Individual and Family Counseling Services. Takes Medi-Cal and is open for intake. All sessions conducted via tele-health.	246	-118.2117856	34.0634163	no
Mental Health	C	Weber Community Center	https://ssgweber.org/	5849 Crocker Street	5849 Crocker Street, Los Angeles, 90003	Los Angeles	90003	(323)234-4445	Individual and Family Counseling Services.	247	-118.2686801	33.9882418	no
Mental Health	C	WellNest	https://www.wellnestla.org/	3787 South Vermont Ave	3787 South Vermont Ave, Los Angeles, 90007	Los Angeles	90007	(323)766-345	Individual and Family Counseling Services.	248	-118.291916	34.0173455	no
Mental Health	E	Alma Family Services	https://www.almafamilyservices.org/	900 Corporate Center Drive, Suite #350	900 Corporate Center Drive, Suite , Monterey Park, 91754	Monterey Park	91754	(323) 881-3799	Individual and Family Counseling Services; all services are being provided via Telehealth.	249	-118.1606391	34.0516953	no
Mental Health	E	Asian Pacific Counseling and Treatment Center	https://www.apctc.org/	​600 St. Paul Ave, Suite 101	​600 St. Paul Ave, Suite 101, Los Angeles, 90017	Los Angeles	90017	(213) 483-3000	Individual and Family Counseling Services; all services are being provided via Telehealth.	250	-118.260626	34.0530933	no
Mental Health	E	Community Family Guidance Center	https://www.cfgcenter.com/	5140 Florence Avenue Unit F	5140 Florence Avenue Unit F, Bell, 90201	Bell	90201	(855) 329-8080	Individual and Family Counseling Services; all services are being provided via Telehealth.	251	-118.1749972	33.9679298	no
Mental Health	E	Crittenton Services for Children and Families	https://crittentonsocal.org/	6055 E. Washington Blvd., Suite # 390	6055 E. Washington Blvd., Suite , Commerce, 90040	Commerce	90040	323-721-1073	Individual and Family Counseling Services; all services are being provided via Telehealth.	252	-118.1480259	33.9970023	no
Mental Health	E	ENKI Healthy and Research Systems	http://www.ehrs.com/	560 S. St Louis St.	560 S. St Louis St., Los Angeles, 90033	Los Angeles	90033	(323) 261-4900	Individual and Family Counseling Services; all services are being provided via Telehealth.	253	-118.2170821	34.0391553	no
Mental Health	E	Gateways Hospital and Mental Health Center	https://www.gatewayshospital.org/	4063 Whittier Blvd. Ste. #202	4063 Whittier Blvd. Ste. , Los Angeles, 90023	Los Angeles	90023	323-268-2100	Individual and Family Counseling Services; all services are being provided via Telehealth.	254	-118.1839832	34.0241193	no
Mental Health	E	Hathaway Sycamores Child and Family Services	https://www.hathaway-sycamores.org/	840 N. Ave 66	840 N. Ave 66, Los Angeles, 90042	Los Angeles	90042	(844) 222-2377	Individual and Family Counseling Services; all services are being provided via Telehealth.	255	-118.1721048	34.1207055	no
Mental Health	E	Helpline Youth Counselng	https://www.hycinc.org/	12440 E. Firestone Blvd., Ste. 316	12440 E. Firestone Blvd., Ste. 316, Norwalk, 90650	Norwalk	90650	(562) 273-0722	Individual and Family Counseling Services; all services are being provided via Telehealth.	256	-118.0686971	33.9050471	no
Mental Health	E	Hillsides	https://www.hillsides.org/	5400 E. Olympic Blvd	5400 E. Olympic Blvd, Los Angeles, 90022	Los Angeles	90022	(323) 274-3065	Individual and Family Counseling Services; all services are being provided via Telehealth.	257	-118.1556963	34.0151135	no
Mental Health	E	Masada Homes	https://masadahomes.org/	21406 Elaine Avenue	21406 Elaine Avenue, Hawaiian Gardens, 90716	Hawaiian Gardens	90716	(310) 715-2020	Individual and Family Counseling Services; all services are being provided via Telehealth.	258	-118.0761955	33.8348909	no
Mental Health	E	Northeast Wellness Center	https://dmh.lacounty.gov/	3303 N Broadway	3303 N Broadway, Los Angeles, 90031	Los Angeles	90031	(323) 341-5100	Adult Outpatient Services, telehealth.	259	-118.206315	34.0741129	no
Mental Health	E	Pennylane Center	https://www.pennylane.org/pennylane/	5628 E. Slauson Avenue	5628 E. Slauson Avenue, Commerce, 90040	Commerce	90040	(323) 480-9242	Individual and Family Counseling Services; all services are being provided via Telehealth.	260	-118.163762	33.9855525	no
Mental Health	E	The Village Family Services	https://www.thevillagefs.org/	6728 Seville Avenue	6728 Seville Avenue, Huntington Park, 90255	Huntington Park	90255	323-277-4752	Individual and Family Counseling Services; all services are being provided via Telehealth.	261	-118.2221892	33.97788070000001	no
Mental Health	E	The Whole Child	https://www.thewholechild.org/	10155 Colima Road	10155 Colima Road, Whittier, 90603	Whittier	90603	(562) 692-0383	Therapy-Medi-Cal and family housing (for SPA 7)	262	-118.0108918	33.9436117	no
Mental Health	E	Violence Intervention Program	https://violenceinterventionprogram.org/	1721 Griffin Avenue	1721 Griffin Avenue, Los Angeles, 90031	Los Angeles	90031	323-221-4134	Individual and Family Counseling Services; all services are being provided via Telehealth.	263	-118.2117856	34.0634163	no
Mental Health	Various	Corona-Norco United Way	https://www.cnunitedway.org/	815 W. 6th Street, Suites 200 - 205	815 W. 6th Street, Suites 200 - 205, Corona, 92882	Corona	92882	(909) 964-3550	Virtual case management, counseling and support group	264	-117.5763031	33.8771434	no
Mental Health	Various	For the Child	https://www.forthechild.org/	4565 California Ave.	4565 California Ave., Long Beach, 90807	Long Beach	90807	(562) 422-8472 - urgent svcs (800) 549-9343 - referral (800) 549-8343 - clients only	Child Abuse Response Team (CART), Urgent Child Welfare and Mental Health Emergencies in person, Phone Counseling and Telehealth.	265	-118.1824336	33.8418814	no
Mental Health	Various	Long Beach Trauma Recovery Center	https://www.csulb.edu/college-of-education/long-beach-trauma-recovery-center	1045 Atlantic Ave #801	1045 Atlantic Ave , Long Beach, 90813	Long Beach	90813	(562) 985-1366	Mental health services, case mgmt, outreach, research & education for victims of trauma and violence.	266	-118.185324	33.7802724	no
Mental Health	Various	Safe Harbor Recovery Center	https://safeharborhouse.com/home-2/?utm_expid=.PgGDIpHoSzin8JDM2tAeqw.1&utm_referrer=	25801 Obrero Drive, Suite 2	25801 Obrero Drive, Suite 2, Mission Viejo, 92691	Mission Viejo	92691	(844) 754-1513	Therapy, psychiatric services, case management - Online only.	267	-117.6805637	33.6196993	no
Mental Health	Various	Wesley Health Centers, JWCH, Inc. Solution Outpatient Treatment Program	http://jwchinstitute.org/behavioral-health-care/specialty-substance-use-disorder-services/solutions-family-resource-center/	1218 E. Compton Blvd.	1218 E. Compton Blvd., Los Angeles, 90221	Los Angeles	90221	(323) 918-2139	Residential and Outpatient treatment for alcohol and substance use. Funded through LA County SAPC. Accepts Medi-Cal.	268	-118.2097837	33.8957701	no
Mental Health	NE	Asian Pacific Counseling and Treatment Center	https://www.apctc.org/	15350 Sherman Way #200	15350 Sherman Way , Van Nuys, 91406	Van Nuys	91406	(818)267-3100	Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary as well as crisis response.	274	-118.4677085	34.2008196	no
Mental Health	NE	Bridges TruStart	http://www.bridgesrehab.org/	20501 Ventura Blvd Ste 170	20501 Ventura Blvd Ste 170, Woodland Hills, 91364	Woodland Hills	91364	(818) 657-0411 ext 213	All services are being provided via Telehealth. They provide individual, case management and psychiatric services. Currently using Doxy.Me.	275	-118.5798836	34.16829269999999	no
Mental Health	NE	Child and Family Guidance Center	https://www.childguidance.org/	9650 Zelzah Avenue	9650 Zelzah Avenue, Northridge, 91325	Northridge	91325	818-739-5155	Individual and Family Counseling Services, psychiatric evaluation, wraparound service; all services are being provided via Telehealth. Accepts	276	-118.52249	34.2463039	no
Mental Health	NE	Counseling4Kids	http://www.counseling4kids.org/	601 S. Glenoaks Blvd ste 200	601 S. Glenoaks Blvd ste 200, Burbank, 91502	Burbank	91502	(818) 441-7800	Providing Telehealth Services- Mental Health Services and Medication services	277	-118.3013075	34.179083	no
Mental Health	NE	Didi Hirsch Mental Health Services	https://didihirsch.org/	1540 East Colorado Street	1540 East Colorado Street, Glendale, 91205	Glendale	91205	(818) 244-7257	Phone and telehealth (video) Intake appointments and treatment services; no walk-ins; crisis calls are referred to 911.	278	-118.2300479	34.1422784	no
Mental Health	NE	El Centro de Amistad	https://elcentrodeamistad.com/	566 S. Brand Blvd.	566 S. Brand Blvd., San Fernando, 91340	San Fernando	91340	(818) 898-0223	Telephone and Telehealth individual counseling.	279	-118.4436132	34.2785355	no
Mental Health	NE	Hathaway Sycamores Child and Family Services	https://www.hathaway-sycamores.org/	12510 Van Nuys Blvd. Suite 200	12510 Van Nuys Blvd. Suite 200, Pacoima, 91331	Pacoima	91331	(818) 896-2255	Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program and a residential treatment program.	280	-118.4050372	34.2773782	no
Mental Health	NE	New Directions for Youth	https://ndfy.org/	7315 Lankershim Blvd.	7315 Lankershim Blvd., Los Angeles, 91605	Los Angeles	91605	(818) 503-6330	GRYD and Direct Social services to the community and Clinical therapy for youth 10-24 years old)	281	-118.3881489	34.2034018	no
Mental Health	NE	Pacific Asian Counseling Services	http://prod.pacsla.com/	6931 Van Nuys Blvd. Suite 200	6931 Van Nuys Blvd. Suite 200, Van Nuys, 91405	Van Nuys	91405	(818) 989-9214	Telehealth and Telephone services: Mental Health services, Psychiatric Medication, Case Management and Crisis response services.	282	-118.4492095	34.1964998	no
Mental Health	NE	Phoenix House	https://www.phoenixhouse.org/	11600 Eldridge Ave., Lake View Terrace	11600 Eldridge Ave., Lake View Terrace, Lake View Terrace, 91342	Lake View Terrace	91342	(818) 686-300	Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary, as well as crisis response.	283	-118.3827506	34.2802878	no
Mental Health	NE	San Fernando Valley Community Mental Health Center	https://www.movinglivesforward.org/	14550 Sherman Way	14550 Sherman Way, Van Nuys, 91405	Van Nuys	91405	(818)901-4879	Individual therapy, parenting support/training, linkage/case management, psychiatric services-all through Telephone and Telehealth.	284	-118.4506807	34.2010262	no
Mental Health	NE	Stirling Behavioral Health Institute	http://www.stirlingbhi.org/	6931 Van Nuys Blvd #102	6931 Van Nuys Blvd , Van Nuys, 91405	Van Nuys	91405	(818)376-0134	Individual and Family Counseling via Telehealth.	285	-118.4492095	34.1964998	no
Mental Health	NE	Tarzana Treatment Center	https://www.tarzanatc.org/	18700 Oxnard Street	18700 Oxnard Street, Tarzana, 91356	Tarzana	91356	(818) 996-1051	Crisis response, Case Management Services, Psychiatry, Substance Abuse Program via Telehealth. Inpatient and outpatient mental health services are open. Accepts Medi-Cal.	286	-118.5410082	34.1798947	no
Mental Health	NE	The Center for Professional Counseling	https://www.thecenterpro.org/	5445 Laurel Canyon Blvd	5445 Laurel Canyon Blvd, North Hollywood, 91607	North Hollywood	91607	(818) 761-2227	Telehealth Counseling for individuals, couples, families, and children	287	-118.3968899	34.1698778	no
Mental Health	NE	The Help Group	https://www.thehelpgroup.org/	15339 Saticoy Street	15339 Saticoy Street, Van Nuys, 91406	Van Nuys	91406	(818) 267-2753	Case management and individual/family services are being provided via Telehealth.	288	-118.467889	34.2089192	no
Mental Health	NE	Valley Family Center	https://valleyfamilycenter.org/	302 S. Brand Blvd	302 S. Brand Blvd, San Fernando, 91340	San Fernando	91340	(818) 365-8588	Individual, family, couples counseling. Counseling services for kids ages 5+. Group services (telehealth): Domestic Violence for Survivors, Sexual Abuse Awareness, Parenting Classes, Domestic Violence for Aggressors, Anger Management	289	-118.4408164	34.2804121	no
Mental Health	NW	Asian Pacific Counseling and Treatment Center	https://www.apctc.org/	15350 Sherman Way #200	15350 Sherman Way , Van Nuys, 91406	Van Nuys	91406	(818)267-3100	Outpatient mental health and wraparound services via telehealth, telephone and in-person, if necessary as well as crisis response.	290	-118.4677085	34.2008196	no
